Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[81]     0.0    0.00    0.00       5         fieldsel [81]
                0.00    0.00      10/234         luaX_next [34]
                0.00    0.00       5/37          luaK_indexed [125]
                0.00    0.00       5/41          luaK_exp2anyreg [129]
                0.00    0.00       5/37          luaK_exp2anyregup [181]
-----------------------------------------------
                0.00    0.00       1/1           luaopen_io [43]
[82]     0.0    0.00    0.00       1         luaL_newmetatable [82]
                0.00    0.00       1/24          lua_pushstring [39]
                0.00    0.00       2/214         auxsetstr [47]
                0.00    0.00       1/18          lua_createtable [75]
                0.00    0.00       1/36          lua_getfield [80]
                0.00    0.00       2/203         lua_setfield [171]
                0.00    0.00       1/82          lua_settop [174]
                0.00    0.00       1/40          lua_pushvalue [180]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [83]
                                 154             luaH_resize <cycle 4> [64]
                0.00    0.00       2/257         luaH_setint [142]
                0.00    0.00       2/257         addk [122]
                0.00    0.00      34/257         luaX_newstring [32]
                0.00    0.00     203/257         luaV_finishset [63]
[83]     0.0    0.00    0.00     395+25      luaH_newkey <cycle 4> [83]
                0.00    0.00      21/20000430     luaM_free_ [21]
                0.00    0.00     565/576         luaS_newudata [106]
                0.00    0.00      25/110         luaH_realasize [172]
                0.00    0.00      25/224         luaH_get [170]
                0.00    0.00       1/1           luaC_barrierback_ [258]
                0.00    0.00       1/12          luaH_getint [200]
                0.00    0.00       1/40          luaO_ceillog2 [179]
                                  25             luaH_resize <cycle 4> [64]
                                  25             luaH_newkey <cycle 4> [83]
-----------------------------------------------
                0.00    0.00       2/357         createlabel [152]
                0.00    0.00       2/357         body <cycle 2> [54]
                0.00    0.00       4/357         allocupvalue [150]
                0.00    0.00      17/357         addk [122]
                0.00    0.00      22/357         new_localvar [126]
                0.00    0.00      22/357         adjustlocalvars [127]
                0.00    0.00     126/357         luaK_code [89]
                0.00    0.00     162/357         savelineinfo [98]
[84]     0.0    0.00    0.00     357         luaM_growaux_ [84]
                0.00    0.00      63/152         luaM_realloc_ [65]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [67]
[85]     0.0    0.00    0.00       1         luaT_init [85]
                0.00    0.00      25/323         luaS_new [46]
                0.00    0.00      25/49          luaC_fix [176]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [67]
[86]     0.0    0.00    0.00       1         luaX_init [86]
                0.00    0.00      22/323         luaS_new [46]
                0.00    0.00       1/355         internshrstr [45]
                0.00    0.00       1/362         luaS_newlstr [93]
                0.00    0.00      23/49          luaC_fix [176]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[87]     0.0    0.00    0.00       1         luaopen_utf8 [87]
                0.00    0.00       1/15          luaL_setfuncs [48]
                0.00    0.00       1/18          lua_createtable [75]
                0.00    0.00       1/214         auxsetstr [47]
                0.00    0.00       1/4           lua_pushlstring [128]
                0.00    0.00       1/10          luaL_checkversion_ [207]
                0.00    0.00       1/82          lua_settop [174]
                0.00    0.00       1/203         lua_setfield [171]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [30]
                0.00    0.00       5/6           body <cycle 2> [54]
[88]     0.0    0.00    0.00       6         close_func [88]
                0.00    0.00      42/42          luaM_shrinkvector_ [92]
                0.00    0.00       6/14          leaveblock [115]
                0.00    0.00       6/126         luaK_code [89]
                0.00    0.00       6/18          luaK_ret [188]
                0.00    0.00       6/6           luaK_finish [219]
-----------------------------------------------
                0.00    0.00       1/126         check_match [144]
                0.00    0.00       1/126         subexpr <cycle 3> [55]
                0.00    0.00       1/126         luaY_parser [30]
                0.00    0.00       4/126         forbody <cycle 2> [107]
                0.00    0.00       4/126         luaK_posfix [119]
                0.00    0.00       6/126         close_func [88]
                0.00    0.00       6/126         body <cycle 2> [54]
                0.00    0.00       9/126         statement <cycle 2> [37]
                0.00    0.00      10/126         luaK_storevar [124]
                0.00    0.00      14/126         finishbinexpval [117]
                0.00    0.00      16/126         funcargs <cycle 3> [53]
                0.00    0.00      26/126         discharge2reg [108]
                0.00    0.00      28/126         luaK_dischargevars [111]
[89]     0.0    0.00    0.00     126         luaK_code [89]
                0.00    0.00     126/357         luaM_growaux_ [84]
                0.00    0.00     126/162         savelineinfo [98]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[90]     0.0    0.00    0.00       1         luaopen_coroutine [90]
                0.00    0.00       1/15          luaL_setfuncs [48]
                0.00    0.00       1/18          lua_createtable [75]
                0.00    0.00       1/10          luaL_checkversion_ [207]
                0.00    0.00       1/82          lua_settop [174]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[91]     0.0    0.00    0.00       1         luaopen_os [91]
                0.00    0.00       1/15          luaL_setfuncs [48]
                0.00    0.00       1/18          lua_createtable [75]
                0.00    0.00       1/10          luaL_checkversion_ [207]
                0.00    0.00       1/82          lua_settop [174]
-----------------------------------------------
                0.00    0.00      42/42          close_func [88]
[92]     0.0    0.00    0.00      42         luaM_shrinkvector_ [92]
                0.00    0.00      42/152         luaM_realloc_ [65]
-----------------------------------------------
                0.00    0.00       1/362         luaX_init [86]
                0.00    0.00       1/362         luaX_setinput [123]
                0.00    0.00       2/362         leaveblock [115]
                0.00    0.00       4/362         lua_pushlstring [128]
                0.00    0.00       6/362         pushstr [105]
                0.00    0.00     122/362         luaX_newstring [32]
                0.00    0.00     226/362         luaS_new [46]
[93]     0.0    0.00    0.00     362         luaS_newlstr [93]
                0.00    0.00       8/20000290     luaC_newobj [16]
-----------------------------------------------
                0.00    0.00       1/168         main [1]
                0.00    0.00       1/168         docall <cycle 1> [155]
                0.00    0.00       5/168         luaopen_package [28]
                0.00    0.00      10/168         luaL_requiref <cycle 1> [33]
                0.00    0.00     151/168         luaL_setfuncs [48]
[94]     0.0    0.00    0.00     168         lua_pushcclosure [94]
                0.00    0.00       7/7           luaF_newCclosure [95]
-----------------------------------------------
                0.00    0.00       7/7           lua_pushcclosure [94]
[95]     0.0    0.00    0.00       7         luaF_newCclosure [95]
                0.00    0.00       7/20000290     luaC_newobj [16]
-----------------------------------------------
                                   1             pmain <cycle 1> [57]
[96]     0.0    0.00    0.00       1         luaL_openlibs <cycle 1> [96]
                0.00    0.00      10/214         auxsetstr [47]
                0.00    0.00      10/11          lua_setglobal [203]
                0.00    0.00      10/82          lua_settop [174]
                                  10             luaL_requiref <cycle 1> [33]
-----------------------------------------------
                0.00    0.00       1/6           luaY_parser [30]
                0.00    0.00       5/6           body <cycle 2> [54]
[97]     0.0    0.00    0.00       6         luaF_newproto [97]
                0.00    0.00       6/20000290     luaC_newobj [16]
-----------------------------------------------
                0.00    0.00       2/162         forbody <cycle 2> [107]
                0.00    0.00       3/162         finishbinexpneg [130]
                0.00    0.00       4/162         statement <cycle 2> [37]
                0.00    0.00       4/162         codearith [121]
                0.00    0.00       7/162         finishbinexpval [117]
                0.00    0.00      16/162         funcargs <cycle 3> [53]
                0.00    0.00     126/162         luaK_code [89]
[98]     0.0    0.00    0.00     162         savelineinfo [98]
                0.00    0.00     162/357         luaM_growaux_ [84]
-----------------------------------------------
                0.00    0.00       3/3           atomic2gen [100]
[99]     0.0    0.00    0.00       3         sweep2old [99]
                0.00    0.00       3/20000290     freeobj [15]
                0.00    0.00       3/20000430     luaM_free_ [21]
-----------------------------------------------
                0.00    0.00       1/1           entergen [69]
[100]    0.0    0.00    0.00       1         atomic2gen [100]
                0.00    0.00       3/3           sweep2old [99]
-----------------------------------------------
                0.00    0.00       3/9           io_noclose [60]
                0.00    0.00       6/9           f_gc [58]
[101]    0.0    0.00    0.00       9         luaL_checkudata [101]
                0.00    0.00       9/9           luaL_testudata [102]
-----------------------------------------------
                0.00    0.00       9/9           luaL_checkudata [101]
[102]    0.0    0.00    0.00       9         luaL_testudata [102]
                0.00    0.00       9/36          lua_getfield [80]
                0.00    0.00       9/10          lua_touserdata [209]
                0.00    0.00       9/15          lua_getmetatable [195]
                0.00    0.00       9/34          luaV_equalobj [183]
                0.00    0.00       9/9           lua_rawequal [214]
                0.00    0.00       9/82          lua_settop [174]
-----------------------------------------------
                0.00    0.00       6/6           lua_pushfstring [104]
[103]    0.0    0.00    0.00       6         luaO_pushvfstring [103]
                0.00    0.00       6/6           pushstr [105]
                0.00    0.00      19/19          addstr2buff [186]
                0.00    0.00       3/3           tostringbuff [247]
-----------------------------------------------
                0.00    0.00       1/6           luaL_loadfilex <cycle 1> [131]
                0.00    0.00       2/6           setpath [66]
                0.00    0.00       3/6           luaL_tolstring [59]
[104]    0.0    0.00    0.00       6         lua_pushfstring [104]
                0.00    0.00       6/6           luaO_pushvfstring [103]
-----------------------------------------------
                0.00    0.00       6/6           luaO_pushvfstring [103]
[105]    0.0    0.00    0.00       6         pushstr [105]
                0.00    0.00       6/355         internshrstr [45]
                0.00    0.00       6/362         luaS_newlstr [93]
-----------------------------------------------
                0.00    0.00       4/576         lua_newuserdatauv [42]
                0.00    0.00       7/576         getgeneric [153]
                0.00    0.00     565/576         luaH_newkey <cycle 4> [83]
[106]    0.0    0.00    0.00     576         luaS_newudata [106]
                0.00    0.00       4/20000290     luaC_newobj [16]
                0.00    0.00      11/11          luaS_hashlongstr [202]
-----------------------------------------------
                                   2             statement <cycle 2> [37]
[107]    0.0    0.00    0.00       2         forbody <cycle 2> [107]
                0.00    0.00       2/234         luaX_next [34]
                0.00    0.00       4/126         luaK_code [89]
                0.00    0.00       2/14          leaveblock [115]
                0.00    0.00       2/14          adjustlocalvars [127]
                0.00    0.00       2/162         savelineinfo [98]
                0.00    0.00       4/9           luaK_codeABx [212]
                0.00    0.00       2/13          luaK_reserveregs [198]
                0.00    0.00       2/4           luaK_getlabel [228]
                0.00    0.00       2/36          luaK_fixline [182]
                                   2             block <cycle 2> [145]
-----------------------------------------------
                0.00    0.00      66/66          exp2reg [109]
[108]    0.0    0.00    0.00      66         discharge2reg [108]
                0.00    0.00      26/126         luaK_code [89]
                0.00    0.00      66/191         luaK_dischargevars [111]
                0.00    0.00       3/42          addk [122]
                0.00    0.00      12/14          luaK_int [154]
                0.00    0.00       5/18          luaK_ret [188]
-----------------------------------------------
                0.00    0.00       2/66          check_match [144]
                0.00    0.00       4/66          restassign [52]
                0.00    0.00       5/66          body <cycle 2> [54]
                0.00    0.00       6/66          luaK_exp2anyreg [129]
                0.00    0.00       7/66          statement <cycle 2> [37]
                0.00    0.00      16/66          suffixedexp <cycle 3> [49]
                0.00    0.00      26/66          funcargs <cycle 3> [53]
[109]    0.0    0.00    0.00      66         exp2reg [109]
                0.00    0.00      66/66          discharge2reg [108]
-----------------------------------------------
                0.00    0.00       1/6           propagatemark [137]
                0.00    0.00       1/6           luaV_objlen [139]
                0.00    0.00       4/6           luaC_checkfinalizer [113]
[110]    0.0    0.00    0.00       6         luaT_gettm [110]
                0.00    0.00       6/271946189     luaH_getshortstr [12]
-----------------------------------------------
                0.00    0.00       1/191         suffixedexp <cycle 3> [49]
                0.00    0.00       2/191         luaK_goiftrue [157]
                0.00    0.00       9/191         luaK_infix [151]
                0.00    0.00       9/191         luaK_posfix [119]
                0.00    0.00      41/191         luaK_exp2anyreg [129]
                0.00    0.00      63/191         luaK_exp2nextreg [132]
                0.00    0.00      66/191         discharge2reg [108]
[111]    0.0    0.00    0.00     191         luaK_dischargevars [111]
                0.00    0.00      28/126         luaK_code [89]
                0.00    0.00       5/44          luaY_nvarstack [177]
-----------------------------------------------
                0.00    0.00       1/5           luaopen_package [28]
                0.00    0.00       1/5           luaopen_string [36]
                0.00    0.00       3/5           luaopen_io [43]
[112]    0.0    0.00    0.00       5         lua_setmetatable [112]
                0.00    0.00       4/4           luaC_checkfinalizer [113]
                0.00    0.00       5/70          index2value [175]
-----------------------------------------------
                0.00    0.00       4/4           lua_setmetatable [112]
[113]    0.0    0.00    0.00       4         luaC_checkfinalizer [113]
                0.00    0.00       4/6           luaT_gettm [110]
-----------------------------------------------
                                   1             lua_load <cycle 1> [266]
[114]    0.0    0.00    0.00       1         luaD_protectedparser <cycle 1> [114]
                0.00    0.00       3/20000430     luaM_free_ [21]
                0.00    0.00       1/3           luaM_saferealloc_ [134]
                                   1             luaD_pcall <cycle 1> [218]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [37]
                0.00    0.00       2/14          block <cycle 2> [145]
                0.00    0.00       2/14          forbody <cycle 2> [107]
                0.00    0.00       2/14          test_then_block <cycle 2> [76]
                0.00    0.00       6/14          close_func [88]
[115]    0.0    0.00    0.00      14         leaveblock [115]
                0.00    0.00       2/355         internshrstr [45]
                0.00    0.00       2/2           createlabel [152]
                0.00    0.00       2/362         luaS_newlstr [93]
-----------------------------------------------
                0.00    0.00       3/3           luaopen_io [43]
[116]    0.0    0.00    0.00       3         luaL_setmetatable [116]
                0.00    0.00       3/36          lua_getfield [80]
-----------------------------------------------
                0.00    0.00       3/7           finishbinexpneg [130]
                0.00    0.00       4/7           codearith [121]
[117]    0.0    0.00    0.00       7         finishbinexpval [117]
                0.00    0.00      14/126         luaK_code [89]
                0.00    0.00       7/162         savelineinfo [98]
                0.00    0.00       7/41          luaK_exp2anyreg [129]
                0.00    0.00       7/9           freeexps [211]
                0.00    0.00       7/36          luaK_fixline [182]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [67]
[118]    0.0    0.00    0.00       1         luaS_init [118]
                0.00    0.00       1/355         internshrstr [45]
                0.00    0.00       1/20000364     luaM_malloc_ [20]
                0.00    0.00       1/49          luaC_fix [176]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [55]
[119]    0.0    0.00    0.00       9         luaK_posfix [119]
                0.00    0.00       4/4           finishbinexpneg [130]
                0.00    0.00       4/126         luaK_code [89]
                0.00    0.00       9/191         luaK_dischargevars [111]
                0.00    0.00       2/41          luaK_exp2anyreg [129]
                0.00    0.00       7/7           constfolding [217]
                0.00    0.00       2/3           isSCnumber [236]
                0.00    0.00       2/9           freeexps [211]
                0.00    0.00       1/5           luaK_setoneret [225]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [27]
[120]    0.0    0.00    0.00       1         luaF_initupvals [120]
                0.00    0.00       1/20000290     luaC_newobj [16]
-----------------------------------------------
                0.00    0.00       4/4           subexpr <cycle 3> [55]
[121]    0.0    0.00    0.00       4         codearith [121]
                0.00    0.00       4/7           finishbinexpval [117]
                0.00    0.00       4/162         savelineinfo [98]
                0.00    0.00       4/41          luaK_exp2anyreg [129]
                0.00    0.00       4/36          luaK_fixline [182]
-----------------------------------------------
                0.00    0.00       2/42          luaK_int [154]
                0.00    0.00       3/42          discharge2reg [108]
                0.00    0.00      37/42          luaK_indexed [125]
[122]    0.0    0.00    0.00      42         addk [122]
                0.00    0.00      17/357         luaM_growaux_ [84]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [83]
                0.00    0.00       3/7           getgeneric [153]
                0.00    0.00      42/224         luaH_get [170]
                0.00    0.00      25/34          luaV_equalobj [183]
                0.00    0.00      17/254         luaH_finishset [168]
                0.00    0.00       2/12          luaH_getint [200]
-----------------------------------------------
                0.00    0.00       1/1           luaY_parser [30]
[123]    0.0    0.00    0.00       1         luaX_setinput [123]
                0.00    0.00       1/355         internshrstr [45]
                0.00    0.00       1/3           luaM_saferealloc_ [134]
                0.00    0.00       1/362         luaS_newlstr [93]
-----------------------------------------------
                0.00    0.00       4/13          statement <cycle 2> [37]
                0.00    0.00       9/13          restassign [52]
[124]    0.0    0.00    0.00      13         luaK_storevar [124]
                0.00    0.00      10/126         luaK_code [89]
                0.00    0.00      10/10          codeABRK [149]
                0.00    0.00      12/44          luaY_nvarstack [177]
-----------------------------------------------
                0.00    0.00       5/37          fieldsel [81]
                0.00    0.00      32/37          singlevar [51]
[125]    0.0    0.00    0.00      37         luaK_indexed [125]
                0.00    0.00      37/42          addk [122]
-----------------------------------------------
                0.00    0.00       8/22          body <cycle 2> [54]
                0.00    0.00      14/22          statement <cycle 2> [37]
[126]    0.0    0.00    0.00      22         new_localvar [126]
                0.00    0.00      22/357         luaM_growaux_ [84]
-----------------------------------------------
                0.00    0.00       2/14          forbody <cycle 2> [107]
                0.00    0.00       5/14          body <cycle 2> [54]
                0.00    0.00       7/14          statement <cycle 2> [37]
[127]    0.0    0.00    0.00      14         adjustlocalvars [127]
                0.00    0.00      22/357         luaM_growaux_ [84]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_utf8 [87]
                0.00    0.00       3/4           luaL_pushresult [135]
[128]    0.0    0.00    0.00       4         lua_pushlstring [128]
                0.00    0.00       1/355         internshrstr [45]
                0.00    0.00       4/362         luaS_newlstr [93]
-----------------------------------------------
                0.00    0.00       2/41          luaK_posfix [119]
                0.00    0.00       4/41          statement <cycle 2> [37]
                0.00    0.00       4/41          codearith [121]
                0.00    0.00       5/41          fieldsel [81]
                0.00    0.00       7/41          finishbinexpval [117]
                0.00    0.00       9/41          subexpr <cycle 3> [55]
                0.00    0.00      10/41          codeABRK [149]
[129]    0.0    0.00    0.00      41         luaK_exp2anyreg [129]
                0.00    0.00      41/191         luaK_dischargevars [111]
                0.00    0.00       6/66          exp2reg [109]
                0.00    0.00       6/63          luaK_exp2nextreg [132]
-----------------------------------------------
                0.00    0.00       4/4           luaK_posfix [119]
[130]    0.0    0.00    0.00       4         finishbinexpneg [130]
                0.00    0.00       3/7           finishbinexpval [117]
                0.00    0.00       3/162         savelineinfo [98]
                0.00    0.00       3/36          luaK_fixline [182]
-----------------------------------------------
                                   1             pmain <cycle 1> [57]
[131]    0.0    0.00    0.00       1         luaL_loadfilex <cycle 1> [131]
                0.00    0.00       1/6           lua_pushfstring [104]
                0.00    0.00       1/8           lua_gettop [215]
                0.00    0.00       1/1           skipcomment [269]
                0.00    0.00       1/13          lua_tolstring [199]
                0.00    0.00       1/17          lua_rotate [191]
                0.00    0.00       1/82          lua_settop [174]
                                   1             lua_load <cycle 1> [266]
-----------------------------------------------
                0.00    0.00       1/63          restassign [52]
                0.00    0.00       2/63          check_match [144]
                0.00    0.00       5/63          body <cycle 2> [54]
                0.00    0.00       6/63          luaK_exp2anyreg [129]
                0.00    0.00       7/63          statement <cycle 2> [37]
                0.00    0.00      16/63          suffixedexp <cycle 3> [49]
                0.00    0.00      26/63          funcargs <cycle 3> [53]
[132]    0.0    0.00    0.00      63         luaK_exp2nextreg [132]
                0.00    0.00      63/191         luaK_dischargevars [111]
                0.00    0.00       9/44          luaY_nvarstack [177]
-----------------------------------------------
                0.00    0.00       1/1           f_luaopen [67]
[133]    0.0    0.00    0.00       1         stack_init [133]
                0.00    0.00       1/20000364     luaM_malloc_ [20]
-----------------------------------------------
                0.00    0.00       1/3           save [148]
                0.00    0.00       1/3           luaD_protectedparser <cycle 1> [114]
                0.00    0.00       1/3           luaX_setinput [123]
[134]    0.0    0.00    0.00       3         luaM_saferealloc_ [134]
                0.00    0.00       3/152         luaM_realloc_ [65]
-----------------------------------------------
                0.00    0.00       3/3           str_format [72]
[135]    0.0    0.00    0.00       3         luaL_pushresult [135]
                0.00    0.00       3/4           lua_pushlstring [128]
                0.00    0.00       3/17          lua_rotate [191]
-----------------------------------------------
                0.00    0.00       1/1           pmain <cycle 1> [57]
[136]    0.0    0.00    0.00       1         lua_getglobal [136]
                0.00    0.00       1/323         luaS_new [46]
                0.00    0.00       1/373         luaH_getstr [156]
-----------------------------------------------
                0.00    0.00  285781/285781      atomic [24]
[137]    0.0    0.00    0.00  285781         propagatemark [137]
                0.00    0.00       1/6           luaT_gettm [110]
                0.00    0.00  285976/286012      reallymarkobject [162]
                0.00    0.00      23/110         luaH_realasize [172]
-----------------------------------------------
                0.00    0.00       1/2           pmain <cycle 1> [57]
                0.00    0.00       1/2           gctm [146]
[138]    0.0    0.00    0.00       2         luaL_len [138]
                0.00    0.00       2/2           lua_len [140]
                0.00    0.00       2/6           lua_tointegerx [220]
                0.00    0.00       2/82          lua_settop [174]
-----------------------------------------------
                0.00    0.00       2/2           lua_len [140]
[139]    0.0    0.00    0.00       2         luaV_objlen [139]
                0.00    0.00       1/6           luaT_gettm [110]
                0.00    0.00       2/2           luaH_getn [252]
-----------------------------------------------
                0.00    0.00       2/2           luaL_len [138]
[140]    0.0    0.00    0.00       2         lua_len [140]
                0.00    0.00       2/2           luaV_objlen [139]
-----------------------------------------------
                0.00    0.00       2/2           luaD_precall <cycle 1> [11]
[141]    0.0    0.00    0.00       2         luaD_reallocstack [141]
                0.00    0.00       2/152         luaM_realloc_ [65]
                0.00    0.00       2/2           correctstack [248]
-----------------------------------------------
                0.00    0.00       6/6           lua_rawseti [143]
[142]    0.0    0.00    0.00       6         luaH_setint [142]
                0.00    0.00       2/257         luaH_newkey <cycle 4> [83]
                0.00    0.00       6/12          luaH_getint [200]
-----------------------------------------------
                0.00    0.00       2/6           pmain <cycle 1> [57]
                0.00    0.00       4/6           luaopen_package [28]
[143]    0.0    0.00    0.00       6         lua_rawseti [143]
                0.00    0.00       6/6           luaH_setint [142]
                0.00    0.00       6/70          index2value [175]
-----------------------------------------------
                                   7             check_match [144]
                0.00    0.00       1/123         suffixedexp <cycle 3> [49]
                0.00    0.00       3/123         restassign [52]
                0.00    0.00       5/123         body <cycle 2> [54]
                0.00    0.00       8/123         statement <cycle 2> [37]
                0.00    0.00      16/123         funcargs <cycle 3> [53]
                0.00    0.00      90/123         singlevar [51]
[144]    0.0    0.00    0.00     123+7       check_match [144]
                0.00    0.00       3/4           allocupvalue [150]
                0.00    0.00       2/66          exp2reg [109]
                0.00    0.00       1/126         luaK_code [89]
                0.00    0.00       2/63          luaK_exp2nextreg [132]
                0.00    0.00       4/10          luaK_setreturns [206]
                0.00    0.00       1/1           luaK_nil [260]
                                   7             check_match [144]
-----------------------------------------------
                                   2             forbody <cycle 2> [107]
[145]    0.0    0.00    0.00       2         block <cycle 2> [145]
                0.00    0.00       2/14          leaveblock [115]
                                   2             statement <cycle 2> [37]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[146]    0.0    0.00    0.00       1         gctm [146]
                0.00    0.00       1/2           luaL_len [138]
-----------------------------------------------
                0.00    0.00       1/1           internshrstr [45]
[147]    0.0    0.00    0.00       1         luaS_resize [147]
                0.00    0.00       1/152         luaM_realloc_ [65]
-----------------------------------------------
                0.00    0.00      53/676         read_numeral [158]
                0.00    0.00     623/676         llex [35]
[148]    0.0    0.00    0.00     676         save [148]
                0.00    0.00       1/3           luaM_saferealloc_ [134]
-----------------------------------------------
                0.00    0.00      10/10          luaK_storevar [124]
[149]    0.0    0.00    0.00      10         codeABRK [149]
                0.00    0.00      10/41          luaK_exp2anyreg [129]
                0.00    0.00      10/11          removevalues [205]
-----------------------------------------------
                0.00    0.00       1/4           luaY_parser [30]
                0.00    0.00       3/4           check_match [144]
[150]    0.0    0.00    0.00       4         allocupvalue [150]
                0.00    0.00       4/357         luaM_growaux_ [84]
-----------------------------------------------
                0.00    0.00       9/9           subexpr <cycle 3> [55]
[151]    0.0    0.00    0.00       9         luaK_infix [151]
                0.00    0.00       9/191         luaK_dischargevars [111]
                0.00    0.00       2/5           luaK_setoneret [225]
                0.00    0.00       1/3           isSCnumber [236]
                0.00    0.00       1/11          removevalues [205]
-----------------------------------------------
                0.00    0.00       2/2           leaveblock [115]
[152]    0.0    0.00    0.00       2         createlabel [152]
                0.00    0.00       2/357         luaM_growaux_ [84]
                0.00    0.00       2/4           luaK_getlabel [228]
-----------------------------------------------
                0.00    0.00       1/7           luaH_resize <cycle 4> [64]
                0.00    0.00       3/7           luaH_getstr [156]
                0.00    0.00       3/7           addk [122]
[153]    0.0    0.00    0.00       7         getgeneric [153]
                0.00    0.00       7/576         luaS_newudata [106]
                0.00    0.00       3/3           luaS_eqlngstr [241]
-----------------------------------------------
                0.00    0.00       2/14          statement <cycle 2> [37]
                0.00    0.00      12/14          discharge2reg [108]
[154]    0.0    0.00    0.00      14         luaK_int [154]
                0.00    0.00       2/42          addk [122]
-----------------------------------------------
                                   1             pmain <cycle 1> [57]
[155]    0.0    0.00    0.00       1         docall <cycle 1> [155]
                0.00    0.00       1/168         lua_pushcclosure [94]
                0.00    0.00       2/17          lua_rotate [191]
                0.00    0.00       1/8           lua_gettop [215]
                0.00    0.00       1/82          lua_settop [174]
                                   1             lua_pcallk <cycle 1> [254]
-----------------------------------------------
                0.00    0.00       1/373         lua_getglobal [136]
                0.00    0.00      36/373         lua_getfield [80]
                0.00    0.00     122/373         luaX_newstring [32]
                0.00    0.00     214/373         auxsetstr [47]
[156]    0.0    0.00    0.00     373         luaH_getstr [156]
                0.00    0.00       3/7           getgeneric [153]
-----------------------------------------------
                0.00    0.00       2/2           test_then_block <cycle 2> [76]
[157]    0.0    0.00    0.00       2         luaK_goiftrue [157]
                0.00    0.00       2/191         luaK_dischargevars [111]
                0.00    0.00       2/2           luaK_concat [253]
                0.00    0.00       2/6           patchlistaux [224]
-----------------------------------------------
                0.00    0.00      17/17          luaX_next [34]
[158]    0.0    0.00    0.00      17         read_numeral [158]
                0.00    0.00      53/676         save [148]
                0.00    0.00      17/17          luaO_str2num [189]
                0.00    0.00       4/4           check_next2 [227]
-----------------------------------------------
                0.00    0.00       1/10000002     luaF_close [259]
                0.00    0.00 10000001/10000002     luaV_execute <cycle 1> [3]
[159]    0.0    0.00    0.00 10000002         luaF_closeupval [159]
-----------------------------------------------
                0.00    0.00  571440/571440      atomic [24]
[160]    0.0    0.00    0.00  571440         clearbyvalues [160]
-----------------------------------------------
                0.00    0.00  571440/571440      finishgencycle [167]
[161]    0.0    0.00    0.00  571440         correctgraylist [161]
-----------------------------------------------
                                   1             reallymarkobject [162]
                0.00    0.00       3/286012      singlestep [268]
                0.00    0.00      33/286012      luaC_step [13]
                0.00    0.00  285976/286012      propagatemark [137]
[162]    0.0    0.00    0.00  286012+1       reallymarkobject [162]
                                   1             reallymarkobject [162]
-----------------------------------------------
                0.00    0.00  285720/285720      atomic [24]
[163]    0.0    0.00    0.00  285720         clearbykeys [163]
-----------------------------------------------
                0.00    0.00  285720/285720      atomic [24]
[164]    0.0    0.00    0.00  285720         convergeephemerons [164]
-----------------------------------------------
                0.00    0.00       1/142868      lua_pushstring [39]
                0.00    0.00       1/142868      lua_gc [68]
                0.00    0.00       1/142868      lua_newuserdatauv [42]
                0.00    0.00       1/142868      entergen [69]
                0.00    0.00       1/142868      luaL_getsubtable [38]
                0.00    0.00       1/142868      luaopen_debug [40]
                0.00    0.00       1/142868      luaopen_package [28]
                0.00    0.00       1/142868      luaopen_string [36]
                0.00    0.00       1/142868      luaopen_table [41]
                0.00    0.00  142859/142868      luaC_step [13]
[165]    0.0    0.00    0.00  142868         luaE_setdebt [165]
-----------------------------------------------
                0.00    0.00       1/142861      luaC_freeallobjects [5]
                0.00    0.00  142860/142861      atomic [24]
[166]    0.0    0.00    0.00  142861         separatetobefnz [166]
-----------------------------------------------
                0.00    0.00       1/142860      entergen [69]
                0.00    0.00  142859/142860      luaC_step [13]
[167]    0.0    0.00    0.00  142860         finishgencycle [167]
                0.00    0.00  571440/571440      correctgraylist [161]
-----------------------------------------------
                0.00    0.00      17/254         addk [122]
                0.00    0.00      34/254         luaX_newstring [32]
                0.00    0.00     203/254         luaV_finishset [63]
[168]    0.0    0.00    0.00     254         luaH_finishset [168]
-----------------------------------------------
                0.00    0.00     236/236         freeobj [15]
[169]    0.0    0.00    0.00     236         luaS_remove [169]
-----------------------------------------------
                0.00    0.00       3/224         lua_rawget [245]
                0.00    0.00      25/224         luaH_newkey <cycle 4> [83]
                0.00    0.00      42/224         addk [122]
                0.00    0.00     154/224         luaH_resize <cycle 4> [64]
[170]    0.0    0.00    0.00     224         luaH_get [170]
