Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[25]     0.0    0.01    0.00  142860         luaS_clearcache [25]
-----------------------------------------------
                                                 <spontaneous>
[26]     0.0    0.01    0.00                 _init [26]
-----------------------------------------------
                                   7             luaD_pcall <cycle 1> [218]
                2.82    0.27       1/7           luaD_closeprotected [9]
                2.82    0.27       1/7           lua_newstate [8]
[27]     0.0    0.00    0.00       9         luaD_rawrunprotected <cycle 1> [27]
                0.00    0.00       1/1           f_parser [29]
                0.00    0.00       4/714299      dothecall [14]
                0.00    0.00       1/1           f_luaopen [67]
                0.00    0.00       1/1           luaF_initupvals [120]
                0.00    0.00       2/2           f_call [249]
                0.00    0.00       1/1           luaF_close [259]
                0.00    0.00       1/1           closepaux [256]
                                   6             luaD_callnoyield <cycle 1> [192]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[28]     0.0    0.00    0.00       1         luaopen_package [28]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       3/13          luaL_getsubtable [38]
                0.00    0.00       2/2           setpath [66]
                0.00    0.00       2/15          luaL_setfuncs [48]
                0.00    0.00       1/24          lua_pushstring [39]
                0.00    0.00       3/18          lua_createtable [75]
                0.00    0.00       5/214         auxsetstr [47]
                0.00    0.00       1/5           lua_setmetatable [112]
                0.00    0.00       4/6           lua_rawseti [143]
                0.00    0.00       5/168         lua_pushcclosure [94]
                0.00    0.00       5/203         lua_setfield [171]
                0.00    0.00       5/82          lua_settop [174]
                0.00    0.00       5/40          lua_pushvalue [180]
                0.00    0.00       1/10          luaL_checkversion_ [207]
                0.00    0.00       1/142868      luaE_setdebt [165]
                0.00    0.00       1/2           lua_rawgeti [255]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [27]
[29]     0.0    0.00    0.00       1         f_parser [29]
                0.00    0.00       1/1           luaY_parser [30]
                0.00    0.00       1/3           luaZ_fill [242]
-----------------------------------------------
                0.00    0.00       1/1           f_parser [29]
[30]     0.0    0.00    0.00       1         luaY_parser [30]
                0.00    0.00      10/10          statement <cycle 2> [37]
                0.00    0.00       1/10000006     luaF_newLclosure [18]
                0.00    0.00       1/234         luaX_next [34]
                0.00    0.00       1/6           close_func [88]
                0.00    0.00       1/6           luaF_newproto [97]
                0.00    0.00       1/21          luaH_new [73]
                0.00    0.00       1/1           luaX_setinput [123]
                0.00    0.00       1/323         luaS_new [46]
                0.00    0.00       1/126         luaK_code [89]
                0.00    0.00       1/4           allocupvalue [150]
                0.00    0.00       2/2           luaD_inctop [251]
                0.00    0.00       1/6           open_func [222]
                0.00    0.00       1/19          luaK_codeABCk [187]
-----------------------------------------------
[31]     0.0    0.00    0.00      10+29      <cycle 2 as a whole> [31]
                0.00    0.00      28             statement <cycle 2> [37]
                0.00    0.00       5             body <cycle 2> [54]
                0.00    0.00       2             test_then_block <cycle 2> [76]
                0.00    0.00       2             forbody <cycle 2> [107]
                0.00    0.00       2             block <cycle 2> [145]
-----------------------------------------------
                0.00    0.00       6/122         statement <cycle 2> [37]
                0.00    0.00     116/122         llex [35]
[32]     0.0    0.00    0.00     122         luaX_newstring [32]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00     119/355         internshrstr [45]
                0.00    0.00      34/257         luaH_newkey <cycle 4> [83]
                0.00    0.00     122/362         luaS_newlstr [93]
                0.00    0.00     122/373         luaH_getstr [156]
                0.00    0.00      34/254         luaH_finishset [168]
-----------------------------------------------
                                  10             luaL_openlibs <cycle 1> [96]
[33]     0.0    0.00    0.00      10         luaL_requiref <cycle 1> [33]
                0.00    0.00      10/13          luaL_getsubtable [38]
                0.00    0.00      10/24          lua_pushstring [39]
                0.00    0.00      10/214         auxsetstr [47]
                0.00    0.00      10/36          lua_getfield [80]
                0.00    0.00      10/168         lua_pushcclosure [94]
                0.00    0.00      20/82          lua_settop [174]
                0.00    0.00      20/40          lua_pushvalue [180]
                0.00    0.00      10/11          lua_toboolean [204]
                0.00    0.00      10/17          lua_rotate [191]
                0.00    0.00      10/203         lua_setfield [171]
                                  10             lua_callk <cycle 1> [208]
-----------------------------------------------
                0.00    0.00       1/234         luaY_parser [30]
                0.00    0.00       2/234         forbody <cycle 2> [107]
                0.00    0.00       2/234         suffixedexp <cycle 3> [49]
                0.00    0.00       4/234         test_then_block <cycle 2> [76]
                0.00    0.00      10/234         fieldsel [81]
                0.00    0.00      10/234         restassign [52]
                0.00    0.00      28/234         body <cycle 2> [54]
                0.00    0.00      30/234         subexpr <cycle 3> [55]
                0.00    0.00      41/234         statement <cycle 2> [37]
                0.00    0.00      48/234         funcargs <cycle 3> [53]
                0.00    0.00      58/234         singlevar [51]
[34]     0.0    0.00    0.00     234         luaX_next [34]
                0.00    0.00     234/234         llex [35]
                0.00    0.00      17/17          read_numeral [158]
-----------------------------------------------
                0.00    0.00     234/234         luaX_next [34]
[35]     0.0    0.00    0.00     234         llex [35]
                0.00    0.00     116/122         luaX_newstring [32]
                0.00    0.00     623/676         save [148]
                0.00    0.00      43/43          inclinenumber [178]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[36]     0.0    0.00    0.00       1         luaopen_string [36]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       2/15          luaL_setfuncs [48]
                0.00    0.00       1/24          lua_pushstring [39]
                0.00    0.00       2/18          lua_createtable [75]
                0.00    0.00       1/214         auxsetstr [47]
                0.00    0.00       1/5           lua_setmetatable [112]
                0.00    0.00       4/82          lua_settop [174]
                0.00    0.00       2/40          lua_pushvalue [180]
                0.00    0.00       1/10          luaL_checkversion_ [207]
                0.00    0.00       1/142868      luaE_setdebt [165]
                0.00    0.00       1/203         lua_setfield [171]
-----------------------------------------------
                                   2             block <cycle 2> [145]
                                   2             test_then_block <cycle 2> [76]
                                  14             body <cycle 2> [54]
                0.00    0.00      10/10          luaY_parser [30]
[37]     0.0    0.00    0.00      28         statement <cycle 2> [37]
                0.00    0.00      16/36          subexpr <cycle 3> [55]
                0.00    0.00       5/5           restassign [52]
                0.00    0.00      41/234         luaX_next [34]
                0.00    0.00       8/36          suffixedexp <cycle 3> [49]
                0.00    0.00       6/122         luaX_newstring [32]
                0.00    0.00       4/58          singlevar [51]
                0.00    0.00       9/126         luaK_code [89]
                0.00    0.00      14/22          new_localvar [126]
                0.00    0.00       7/14          adjustlocalvars [127]
                0.00    0.00       7/66          exp2reg [109]
                0.00    0.00       4/13          luaK_storevar [124]
                0.00    0.00       2/14          leaveblock [115]
                0.00    0.00       4/162         savelineinfo [98]
                0.00    0.00       7/63          luaK_exp2nextreg [132]
                0.00    0.00       4/41          luaK_exp2anyreg [129]
                0.00    0.00       8/123         check_match [144]
                0.00    0.00       2/14          luaK_int [154]
                0.00    0.00      28/96          luaE_incCstack [173]
                0.00    0.00       7/18          luaK_ret [188]
                0.00    0.00       4/13          check_readonly [197]
                0.00    0.00       4/36          luaK_fixline [182]
                0.00    0.00       3/13          luaK_reserveregs [198]
                0.00    0.00       2/6           patchlistaux [224]
                0.00    0.00       2/4           luaK_patchtohere [229]
                0.00    0.00       2/10          luaK_setreturns [206]
                                   5             body <cycle 2> [54]
                                   2             test_then_block <cycle 2> [76]
                                   2             forbody <cycle 2> [107]
-----------------------------------------------
                0.00    0.00       3/13          luaopen_package [28]
                0.00    0.00      10/13          luaL_requiref <cycle 1> [33]
[38]     0.0    0.00    0.00      13         luaL_getsubtable [38]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00      13/36          lua_getfield [80]
                0.00    0.00       3/18          lua_createtable [75]
                0.00    0.00       3/214         auxsetstr [47]
                0.00    0.00       3/15          lua_absindex [194]
                0.00    0.00       3/82          lua_settop [174]
                0.00    0.00       3/40          lua_pushvalue [180]
                0.00    0.00       3/203         lua_setfield [171]
                0.00    0.00       1/142868      luaE_setdebt [165]
-----------------------------------------------
                0.00    0.00       1/24          luaL_newmetatable [82]
                0.00    0.00       1/24          luaopen_base [71]
                0.00    0.00       1/24          luaopen_package [28]
                0.00    0.00       1/24          luaopen_string [36]
                0.00    0.00       2/24          pmain <cycle 1> [57]
                0.00    0.00       2/24          setpath [66]
                0.00    0.00       3/24          warnfon [62]
                0.00    0.00       3/24          io_noclose [60]
                0.00    0.00      10/24          luaL_requiref <cycle 1> [33]
[39]     0.0    0.00    0.00      24         lua_pushstring [39]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00      24/323         luaS_new [46]
                0.00    0.00       1/142868      luaE_setdebt [165]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[40]     0.0    0.00    0.00       1         luaopen_debug [40]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       1/15          luaL_setfuncs [48]
                0.00    0.00       1/18          lua_createtable [75]
                0.00    0.00       1/10          luaL_checkversion_ [207]
                0.00    0.00       1/142868      luaE_setdebt [165]
                0.00    0.00       1/82          lua_settop [174]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[41]     0.0    0.00    0.00       1         luaopen_table [41]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       1/15          luaL_setfuncs [48]
                0.00    0.00       1/18          lua_createtable [75]
                0.00    0.00       1/10          luaL_checkversion_ [207]
                0.00    0.00       1/142868      luaE_setdebt [165]
                0.00    0.00       1/82          lua_settop [174]
-----------------------------------------------
                0.00    0.00       1/4           luaopen_math [50]
                0.00    0.00       3/4           luaopen_io [43]
[42]     0.0    0.00    0.00       4         lua_newuserdatauv [42]
                0.00    0.00       1/142866      luaC_step [13]
                0.00    0.00       4/576         luaS_newudata [106]
                0.00    0.00       1/142868      luaE_setdebt [165]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[43]     0.0    0.00    0.00       1         luaopen_io [43]
                0.00    0.00       3/4           lua_newuserdatauv [42]
                0.00    0.00       3/15          luaL_setfuncs [48]
                0.00    0.00       1/1           luaL_newmetatable [82]
                0.00    0.00       6/214         auxsetstr [47]
                0.00    0.00       2/18          lua_createtable [75]
                0.00    0.00       3/3           luaL_setmetatable [116]
                0.00    0.00       3/5           lua_setmetatable [112]
                0.00    0.00       6/203         lua_setfield [171]
                0.00    0.00       4/82          lua_settop [174]
                0.00    0.00       2/40          lua_pushvalue [180]
                0.00    0.00       1/10          luaL_checkversion_ [207]
-----------------------------------------------
[44]     0.0    0.00    0.00      36+90      <cycle 3 as a whole> [44]
                0.00    0.00      55             suffixedexp <cycle 3> [49]
                0.00    0.00      16             funcargs <cycle 3> [53]
                0.00    0.00      55+9           subexpr <cycle 3> [55]
-----------------------------------------------
                0.00    0.00       1/355         lua_pushlstring [128]
                0.00    0.00       1/355         luaS_init [118]
                0.00    0.00       1/355         luaX_init [86]
                0.00    0.00       1/355         luaX_setinput [123]
                0.00    0.00       2/355         leaveblock [115]
                0.00    0.00       6/355         pushstr [105]
                0.00    0.00     119/355         luaX_newstring [32]
                0.00    0.00     224/355         luaS_new [46]
[45]     0.0    0.00    0.00     355         internshrstr [45]
                0.00    0.00     236/20000290     luaC_newobj [16]
                0.00    0.00       1/1           luaS_resize [147]
                0.00    0.00       1/1           tablerehash [270]
-----------------------------------------------
                0.00    0.00       1/323         lua_getglobal [136]
                0.00    0.00       1/323         luaY_parser [30]
                0.00    0.00      22/323         luaX_init [86]
                0.00    0.00      24/323         lua_pushstring [39]
                0.00    0.00      25/323         luaT_init [85]
                0.00    0.00      36/323         lua_getfield [80]
                0.00    0.00     214/323         auxsetstr [47]
[46]     0.0    0.00    0.00     323         luaS_new [46]
                0.00    0.00     224/355         internshrstr [45]
                0.00    0.00     226/362         luaS_newlstr [93]
-----------------------------------------------
                0.00    0.00       1/214         pmain <cycle 1> [57]
                0.00    0.00       1/214         luaopen_string [36]
                0.00    0.00       1/214         luaopen_utf8 [87]
                0.00    0.00       2/214         luaL_newmetatable [82]
                0.00    0.00       2/214         luaopen_base [71]
                0.00    0.00       2/214         setpath [66]
                0.00    0.00       3/214         luaL_getsubtable [38]
                0.00    0.00       4/214         luaopen_math [50]
                0.00    0.00       5/214         luaopen_package [28]
                0.00    0.00       6/214         luaopen_io [43]
                0.00    0.00      10/214         luaL_requiref <cycle 1> [33]
                0.00    0.00      10/214         luaL_openlibs <cycle 1> [96]
                0.00    0.00     167/214         luaL_setfuncs [48]
[47]     0.0    0.00    0.00     214         auxsetstr [47]
                0.00    0.00     214/323         luaS_new [46]
                0.00    0.00     197/203         luaV_finishset [63]
                0.00    0.00     214/373         luaH_getstr [156]
-----------------------------------------------
                0.00    0.00       1/15          luaopen_base [71]
                0.00    0.00       1/15          luaopen_coroutine [90]
                0.00    0.00       1/15          luaopen_debug [40]
                0.00    0.00       1/15          luaopen_os [91]
                0.00    0.00       1/15          luaopen_table [41]
                0.00    0.00       1/15          luaopen_utf8 [87]
                0.00    0.00       2/15          luaopen_math [50]
                0.00    0.00       2/15          luaopen_package [28]
                0.00    0.00       2/15          luaopen_string [36]
                0.00    0.00       3/15          luaopen_io [43]
[48]     0.0    0.00    0.00      15         luaL_setfuncs [48]
                0.00    0.00     167/214         auxsetstr [47]
                0.00    0.00     151/168         lua_pushcclosure [94]
                0.00    0.00     167/203         lua_setfield [171]
                0.00    0.00      16/17          lua_pushboolean [190]
                0.00    0.00      15/16          lua_checkstack [193]
                0.00    0.00       3/40          lua_pushvalue [180]
-----------------------------------------------
                                  43             subexpr <cycle 3> [55]
                0.00    0.00       4/36          restassign [52]
                0.00    0.00       8/36          statement <cycle 2> [37]
[49]     0.0    0.00    0.00      55         suffixedexp <cycle 3> [49]
                0.00    0.00      54/58          singlevar [51]
                0.00    0.00       5/5           fieldsel [81]
                0.00    0.00       2/234         luaX_next [34]
                0.00    0.00      16/66          exp2reg [109]
                0.00    0.00      16/63          luaK_exp2nextreg [132]
                0.00    0.00       1/191         luaK_dischargevars [111]
                0.00    0.00       1/123         check_match [144]
                                  16             funcargs <cycle 3> [53]
                                   1             subexpr <cycle 3> [55]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[50]     0.0    0.00    0.00       1         luaopen_math [50]
                0.00    0.00       1/4           lua_newuserdatauv [42]
                0.00    0.00       2/15          luaL_setfuncs [48]
                0.00    0.00       4/214         auxsetstr [47]
                0.00    0.00       1/18          lua_createtable [75]
                0.00    0.00       4/203         lua_setfield [171]
                0.00    0.00       4/5           lua_pushinteger [226]
                0.00    0.00       3/82          lua_settop [174]
                0.00    0.00       2/8           lua_pushnumber [216]
                0.00    0.00       1/10          luaL_checkversion_ [207]
-----------------------------------------------
                0.00    0.00       4/58          statement <cycle 2> [37]
                0.00    0.00      54/58          suffixedexp <cycle 3> [49]
[51]     0.0    0.00    0.00      58         singlevar [51]
                0.00    0.00      58/234         luaX_next [34]
                0.00    0.00      32/37          luaK_indexed [125]
                0.00    0.00      90/123         check_match [144]
                0.00    0.00      32/37          luaK_exp2anyregup [181]
-----------------------------------------------
                                   4             restassign [52]
                0.00    0.00       5/5           statement <cycle 2> [37]
[52]     0.0    0.00    0.00       5+4       restassign [52]
                0.00    0.00       6/36          subexpr <cycle 3> [55]
                0.00    0.00       4/36          suffixedexp <cycle 3> [49]
                0.00    0.00      10/234         luaX_next [34]
                0.00    0.00       9/13          luaK_storevar [124]
                0.00    0.00       4/66          exp2reg [109]
                0.00    0.00       1/63          luaK_exp2nextreg [132]
                0.00    0.00       3/123         check_match [144]
                0.00    0.00       9/13          check_readonly [197]
                0.00    0.00       4/96          luaE_incCstack [173]
                0.00    0.00       3/13          luaK_reserveregs [198]
                0.00    0.00       2/5           luaK_setoneret [225]
                                   4             restassign [52]
-----------------------------------------------
                                  16             suffixedexp <cycle 3> [49]
[53]     0.0    0.00    0.00      16         funcargs <cycle 3> [53]
                0.00    0.00      48/234         luaX_next [34]
                0.00    0.00      16/126         luaK_code [89]
                0.00    0.00      26/66          exp2reg [109]
                0.00    0.00      16/162         savelineinfo [98]
                0.00    0.00      26/63          luaK_exp2nextreg [132]
                0.00    0.00      16/123         check_match [144]
                0.00    0.00      16/19          luaK_codeABCk [187]
                0.00    0.00      16/36          luaK_fixline [182]
                0.00    0.00       4/10          luaK_setreturns [206]
                                  30             subexpr <cycle 3> [55]
-----------------------------------------------
                                   5             statement <cycle 2> [37]
[54]     0.0    0.00    0.00       5         body <cycle 2> [54]
                0.00    0.00      28/234         luaX_next [34]
                0.00    0.00       5/6           close_func [88]
                0.00    0.00       5/6           luaF_newproto [97]
                0.00    0.00       6/126         luaK_code [89]
                0.00    0.00       8/22          new_localvar [126]
                0.00    0.00       5/14          adjustlocalvars [127]
                0.00    0.00       5/66          exp2reg [109]
                0.00    0.00       2/357         luaM_growaux_ [84]
                0.00    0.00       5/63          luaK_exp2nextreg [132]
                0.00    0.00       5/123         check_match [144]
                0.00    0.00       5/6           open_func [222]
                0.00    0.00       5/13          luaK_reserveregs [198]
                0.00    0.00       5/9           luaK_codeABx [212]
                0.00    0.00       1/19          luaK_codeABCk [187]
                                  14             statement <cycle 2> [37]
-----------------------------------------------
                                   9             subexpr <cycle 3> [55]
                                   1             suffixedexp <cycle 3> [49]
                                  30             funcargs <cycle 3> [53]
                0.00    0.00       2/36          test_then_block <cycle 2> [76]
                0.00    0.00       6/36          restassign [52]
                0.00    0.00      16/36          statement <cycle 2> [37]
[55]     0.0    0.00    0.00      55+9       subexpr <cycle 3> [55]
                0.00    0.00      30/234         luaX_next [34]
                0.00    0.00       9/9           luaK_posfix [119]
                0.00    0.00       4/4           codearith [121]
                0.00    0.00       9/41          luaK_exp2anyreg [129]
                0.00    0.00       9/9           luaK_infix [151]
                0.00    0.00       1/126         luaK_code [89]
                0.00    0.00      64/96          luaE_incCstack [173]
                0.00    0.00       1/19          luaK_codeABCk [187]
                                  43             suffixedexp <cycle 3> [49]
                                   9             subexpr <cycle 3> [55]
-----------------------------------------------
[56]     0.0    0.00    0.00     257+179     <cycle 4 as a whole> [56]
                0.00    0.00      41             luaH_resize <cycle 4> [64]
                0.00    0.00     395+25          luaH_newkey <cycle 4> [83]
-----------------------------------------------
                                   1             luaD_precall <cycle 1> [11]
[57]     0.0    0.00    0.00       1         pmain <cycle 1> [57]
                0.00    0.00       2/24          lua_pushstring [39]
                0.00    0.00       2/3           lua_gc [68]
                0.00    0.00       1/18          lua_createtable [75]
                0.00    0.00       1/214         auxsetstr [47]
                0.00    0.00       1/1           lua_getglobal [136]
                0.00    0.00       1/2           luaL_len [138]
                0.00    0.00       2/6           lua_rawseti [143]
                0.00    0.00       1/6           lua_tointegerx [220]
                0.00    0.00       1/10          lua_touserdata [209]
                0.00    0.00       1/11          lua_setglobal [203]
                0.00    0.00       1/10          luaL_checkversion_ [207]
                0.00    0.00       1/17          lua_pushboolean [190]
                0.00    0.00       1/1           luaL_checkstack [261]
                0.00    0.00       1/17          lua_rotate [191]
                0.00    0.00       1/82          lua_settop [174]
                                   1             luaL_openlibs <cycle 1> [96]
                                   1             luaL_loadfilex <cycle 1> [131]
                                   1             docall <cycle 1> [155]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [11]
[58]     0.0    0.00    0.00       3         f_gc [58]
                0.00    0.00       3/3           io_noclose [60]
                0.00    0.00       6/9           luaL_checkudata [101]
-----------------------------------------------
                0.00    0.00       3/6           luaB_print [74]
                0.00    0.00       3/6           str_format [72]
[59]     0.0    0.00    0.00       6         luaL_tolstring [59]
                0.00    0.00       6/6           luaL_callmeta [61]
                0.00    0.00       3/6           lua_pushfstring [104]
                0.00    0.00       6/15          lua_absindex [194]
                0.00    0.00       6/6           lua_type [221]
                0.00    0.00       3/40          lua_pushvalue [180]
                0.00    0.00       3/3           lua_isinteger [243]
                0.00    0.00       3/6           lua_tointegerx [220]
-----------------------------------------------
                0.00    0.00       3/3           f_gc [58]
[60]     0.0    0.00    0.00       3         io_noclose [60]
                0.00    0.00       3/24          lua_pushstring [39]
                0.00    0.00       3/9           luaL_checkudata [101]
                0.00    0.00       3/3           lua_pushnil [244]
-----------------------------------------------
                0.00    0.00       6/6           luaL_tolstring [59]
[61]     0.0    0.00    0.00       6         luaL_callmeta [61]
                0.00    0.00       3/3           warnfon [62]
                0.00    0.00       6/15          lua_absindex [194]
                0.00    0.00       6/15          lua_getmetatable [195]
-----------------------------------------------
                0.00    0.00       3/3           luaL_callmeta [61]
[62]     0.0    0.00    0.00       3         warnfon [62]
                0.00    0.00       3/24          lua_pushstring [39]
                0.00    0.00       3/3           lua_rawget [245]
                0.00    0.00       3/82          lua_settop [174]
-----------------------------------------------
                0.00    0.00       6/203         luaV_execute <cycle 1> [3]
                0.00    0.00     197/203         auxsetstr [47]
[63]     0.0    0.00    0.00     203         luaV_finishset [63]
                0.00    0.00     203/257         luaH_newkey <cycle 4> [83]
                0.00    0.00     203/254         luaH_finishset [168]
-----------------------------------------------
                                  25             luaH_newkey <cycle 4> [83]
                0.00    0.00       1/257         f_luaopen [67]
                0.00    0.00      15/257         lua_createtable [75]
[64]     0.0    0.00    0.00      41         luaH_resize <cycle 4> [64]
                0.00    0.00      39/20000364     luaM_malloc_ [20]
                0.00    0.00      41/152         luaM_realloc_ [65]
                0.00    0.00       1/7           getgeneric [153]
                0.00    0.00     154/224         luaH_get [170]
                0.00    0.00      41/110         luaH_realasize [172]
                0.00    0.00      39/40          luaO_ceillog2 [179]
                                 154             luaH_newkey <cycle 4> [83]
-----------------------------------------------
                0.00    0.00       1/152         luaS_resize [147]
                0.00    0.00       2/152         luaD_reallocstack [141]
                0.00    0.00       3/152         luaM_saferealloc_ [134]
                0.00    0.00      41/152         luaH_resize <cycle 4> [64]
                0.00    0.00      42/152         luaM_shrinkvector_ [92]
                0.00    0.00      63/152         luaM_growaux_ [84]
[65]     0.0    0.00    0.00     152         luaM_realloc_ [65]
                0.00    0.00     152/40000948     l_alloc [22]
-----------------------------------------------
                0.00    0.00       2/2           luaopen_package [28]
[66]     0.0    0.00    0.00       2         setpath [66]
                0.00    0.00       2/24          lua_pushstring [39]
                0.00    0.00       2/6           lua_pushfstring [104]
                0.00    0.00       2/214         auxsetstr [47]
                0.00    0.00       2/203         lua_setfield [171]
-----------------------------------------------
                0.00    0.00       1/1           luaD_rawrunprotected <cycle 1> [27]
[67]     0.0    0.00    0.00       1         f_luaopen [67]
                0.00    0.00       1/1           luaT_init [85]
                0.00    0.00       1/1           luaX_init [86]
                0.00    0.00       2/21          luaH_new [73]
                0.00    0.00       1/1           luaS_init [118]
                0.00    0.00       1/1           stack_init [133]
                0.00    0.00       1/257         luaH_resize <cycle 4> [64]
-----------------------------------------------
                0.00    0.00       1/3           main [1]
                0.00    0.00       2/3           pmain <cycle 1> [57]
[68]     0.0    0.00    0.00       3         lua_gc [68]
                0.00    0.00       1/1           luaC_changemode [70]
                0.00    0.00       1/142868      luaE_setdebt [165]
-----------------------------------------------
                0.00    0.00       1/1           luaC_changemode [70]
[69]     0.0    0.00    0.00       1         entergen [69]
                0.00    0.00       1/142860      atomic [24]
                0.00    0.00       1/1           atomic2gen [100]
                0.00    0.00       1/1           singlestep [268]
                0.00    0.00       1/142860      finishgencycle [167]
                0.00    0.00       1/142868      luaE_setdebt [165]
-----------------------------------------------
                0.00    0.00       1/1           lua_gc [68]
[70]     0.0    0.00    0.00       1         luaC_changemode [70]
                0.00    0.00       1/1           entergen [69]
-----------------------------------------------
                0.00    0.00       1/1           luaD_precall <cycle 1> [11]
[71]     0.0    0.00    0.00       1         luaopen_base [71]
                0.00    0.00       1/24          lua_pushstring [39]
                0.00    0.00       1/15          luaL_setfuncs [48]
                0.00    0.00       2/214         auxsetstr [47]
                0.00    0.00       2/203         lua_setfield [171]
                0.00    0.00       1/2           lua_rawgeti [255]
                0.00    0.00       1/82          lua_settop [174]
                0.00    0.00       1/40          lua_pushvalue [180]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [11]
[72]     0.0    0.00    0.00       3         str_format [72]
                0.00    0.00       3/6           luaL_tolstring [59]
                0.00    0.00       3/3           luaL_pushresult [135]
                0.00    0.00       9/12          prepbuffsize [201]
                0.00    0.00       9/9           luaL_prepbuffsize [213]
                0.00    0.00       3/8           lua_gettop [215]
                0.00    0.00       3/3           luaL_checklstring [239]
                0.00    0.00       3/4           lua_pushlightuserdata [232]
                0.00    0.00       3/3           luaL_buffinit [238]
                0.00    0.00       3/82          lua_settop [174]
                0.00    0.00       3/3           luaL_checknumber [240]
                0.00    0.00       3/3           checkformat [234]
                0.00    0.00       3/3           addlenmod [233]
                0.00    0.00       3/13          lua_tolstring [199]
                0.00    0.00       3/3           luaL_addvalue [237]
-----------------------------------------------
                0.00    0.00       1/21          luaY_parser [30]
                0.00    0.00       2/21          f_luaopen [67]
                0.00    0.00      18/21          lua_createtable [75]
[73]     0.0    0.00    0.00      21         luaH_new [73]
                0.00    0.00      21/20000290     luaC_newobj [16]
-----------------------------------------------
                0.00    0.00       3/3           luaD_precall <cycle 1> [11]
[74]     0.0    0.00    0.00       3         luaB_print [74]
                0.00    0.00       3/6           luaL_tolstring [59]
                0.00    0.00       3/8           lua_gettop [215]
                0.00    0.00       3/13          lua_tolstring [199]
                0.00    0.00       3/82          lua_settop [174]
-----------------------------------------------
                0.00    0.00       1/18          pmain <cycle 1> [57]
                0.00    0.00       1/18          luaL_newmetatable [82]
                0.00    0.00       1/18          luaopen_coroutine [90]
                0.00    0.00       1/18          luaopen_debug [40]
                0.00    0.00       1/18          luaopen_math [50]
                0.00    0.00       1/18          luaopen_os [91]
                0.00    0.00       1/18          luaopen_table [41]
                0.00    0.00       1/18          luaopen_utf8 [87]
                0.00    0.00       2/18          luaopen_io [43]
                0.00    0.00       2/18          luaopen_string [36]
                0.00    0.00       3/18          luaL_getsubtable [38]
                0.00    0.00       3/18          luaopen_package [28]
[75]     0.0    0.00    0.00      18         lua_createtable [75]
                0.00    0.00      18/21          luaH_new [73]
                0.00    0.00      15/257         luaH_resize <cycle 4> [64]
-----------------------------------------------
                                   2             statement <cycle 2> [37]
[76]     0.0    0.00    0.00       2         test_then_block <cycle 2> [76]
                0.00    0.00       2/36          subexpr <cycle 3> [55]
                0.00    0.00       4/234         luaX_next [34]
                0.00    0.00       2/14          leaveblock [115]
                0.00    0.00       2/2           luaK_goiftrue [157]
                0.00    0.00       2/6           patchlistaux [224]
                0.00    0.00       2/4           luaK_patchtohere [229]
                                   2             statement <cycle 2> [37]
-----------------------------------------------
                0.00    0.00      33/33          luaD_precall <cycle 1> [11]
[77]     0.0    0.00    0.00      33         luaE_extendCI [77]
                0.00    0.00      33/20000364     luaM_malloc_ [20]
-----------------------------------------------
                0.00    0.00       6/6           luaC_freeallobjects [5]
[78]     0.0    0.00    0.00       6         luaF_freeproto [78]
                0.00    0.00      42/20000430     luaM_free_ [21]
-----------------------------------------------
                0.00    0.00       1/21          dothecall [14]
                0.00    0.00      20/21          luaC_freeallobjects [5]
[79]     0.0    0.00    0.00      21         luaH_free [79]
                0.00    0.00      39/20000430     luaM_free_ [21]
                0.00    0.00      21/110         luaH_realasize [172]
-----------------------------------------------
                0.00    0.00       1/36          luaL_newmetatable [82]
                0.00    0.00       3/36          luaL_setmetatable [116]
                0.00    0.00       9/36          luaL_testudata [102]
                0.00    0.00      10/36          luaL_requiref <cycle 1> [33]
                0.00    0.00      13/36          luaL_getsubtable [38]
[80]     0.0    0.00    0.00      36         lua_getfield [80]
                0.00    0.00      36/323         luaS_new [46]
                0.00    0.00      36/373         luaH_getstr [156]
                0.00    0.00      36/70          index2value [175]
                0.00    0.00      14/14          luaV_finishget [196]
-----------------------------------------------
                0.00    0.00       5/5           suffixedexp <cycle 3> [49]
